REQUIREMENT_DESIGNATION,COURSE,TITLE,UNITS_MINIMUM,UNITS_MAXIMUM,RQMNT_DESIGNTN,LS_ESSENTIAL_SKILL,FIRST_TERM,LAST_TERM,CRSE_ID,FIRST_TERM_CODE,LAST_TERM_CODE
Social and Political Worlds,HIS 335,ANCIENT WORLD:  GREECE,3,3,SPW,,Fall 2005,Summer 2012,004124,1057,1124
Social and Political Worlds,HIS 335,ANCIENT WORLD/GREECE,3,3,SPW,,Fall 1999,Summer 2005,004124,0997,1054
Social and Political Worlds,HIS 335H,ANCIENT WORLD:  GREECE-HONORS,3,3,SPW,Effective Writing,Fall 2012,,009971,1127,
Social and Political Worlds,HIS 335H,ANCIENT WORLD:  GREECE-HONORS,3,3,SPW,,Fall 2006,Summer 2012,009971,1067,1124
Social and Political Worlds,HIS 336,ANCIENT WORLD:  ROME,3,3,SPW,Effective Writing,Fall 2012,,004125,1127,
Social and Political Worlds,HIS 336,ANCIENT WORLD:  ROME,3,3,SPW,,Fall 2005,Summer 2012,004125,1057,1124
Social and Political Worlds,HIS 336,ANCIENT WORLD:ROME,3,3,SPW,,Fall 1999,Summer 2005,004125,0997,1054
Social and Political Worlds,HIS 336H,ANCIENT WORLD:  ROME - HONORS,3,3,SPW,Effective Writing,Fall 2012,,004126,1127,
Social and Political Worlds,HIS 336H,ANCIENT WORLD:  ROME - HONORS,3,3,SPW,,Fall 2005,Summer 2012,004126,1057,1124
Social and Political Worlds,HIS 336H,ANCNT WRLD:ROME-HONORS,3,3,SPW,,Spring 2003,Summer 2005,004126,1031,1054
Social and Political Worlds,HIS 338,THE MIDDLE AGES,3,3,SPW,Critical Thinking,Fall 2012,,004128,1127,
Social and Political Worlds,HIS 338,THE MIDDLE AGES,3,3,SPW,,Fall 2004,Summer 2012,004128,1047,1124
Social and Political Worlds,HIS 338H,THE MIDDLE AGES - HONORS,3,3,SPW,Critical Thinking,Fall 2012,,009724,1127,
Social and Political Worlds,HIS 338H,THE MIDDLE AGES - HONORS,3,3,SPW,,Fall 2005,Summer 2012,009724,1057,1124
Social and Political Worlds,HIS 340,RENAISSANCE AND REFORM,3,3,SPW,Effective Writing,Fall 2012,,004129,1127,
Social and Political Worlds,HIS 340,RENAISSANCE AND REFORM,3,3,SPW,,Fall 2004,Summer 2012,004129,1047,1124
Social and Political Worlds,HIS 340,RENAISSANCE & REFORM,3,3,SPW,,Fall 1999,Summer 2004,004129,0997,1044
Social and Political Worlds,HIS 340H,RENAISSANCE AND REFORM - HONOR,3,3,SPW,,Fall 2008,,010305,1087,
Social and Political Worlds,HIS 343,NINETEENTH CENTURY EUROPE,3,3,SPW,Critical Thinking,Fall 2012,Summer 2014,004132,1127,1144
Social and Political Worlds,HIS 343,NINETEENTH CENTURY EUROPE,3,3,SPW,,Fall 2005,Summer 2012,004132,1057,1124
Social and Political Worlds,HIS 343,NINETEEN CENTURY EUROPE,3,3,SPW,,Fall 2004,Summer 2005,004132,1047,1054
Social and Political Worlds,HIS 343,NINETEEN CENTURY EUR,3,3,SPW,,Fall 1999,Summer 2004,004132,0997,1044
Social and Political Worlds,HIS 344,RECENT EUROPE,3,3,SPW,Effective Writing,Fall 2012,,004133,1127,
Social and Political Worlds,HIS 344,RECENT EUROPE,3,3,SPW,,Fall 1999,Summer 2012,004133,0997,1124
Social and Political Worlds,HIS 344H,RECENT EUROPE - HONORS,3,3,SPW,Effective Writing,Fall 2012,,004134,1127,
Social and Political Worlds,HIS 344H,RECENT EUROPE - HONORS,3,3,SPW,,Fall 2009,Summer 2012,004134,1097,1124
Social and Political Worlds,HIS 344H,RECENT EUROPE-HONORS,3,3,SPW,,Spring 2003,Summer 2009,004134,1031,1094
Social and Political Worlds,HIS 350,MODERN SPAIN,3,3,SPW,Critical Thinking,Fall 2012,,004135,1127,
Social and Political Worlds,HIS 350,MODERN SPAIN,3,3,SPW,,Summer 2010,Summer 2012,004135,1104,1124
Social and Political Worlds,HIS 351,MODERN FRANCE,3,3,SPW,Effective Writing,Fall 2012,,004136,1127,
Social and Political Worlds,HIS 351,MODERN FRANCE,3,3,SPW,,Fall 1999,Summer 2012,004136,0997,1124
Social and Political Worlds,HIS 351H,MODERN FRANCE - HONORS,3,3,SPW,Effective Writing,Fall 2012,,010306,1127,
Social and Political Worlds,HIS 351H,MODERN FRANCE - HONORS,3,3,SPW,,Fall 2008,Summer 2012,010306,1087,1124
Social and Political Worlds,HIS 366,THE HOLOCAUST,3,3,SPW,Critical Thinking,Fall 2012,,004139,1127,
Social and Political Worlds,HIS 366,THE HOLOCAUST,3,3,SPW,,Fall 1999,Summer 2012,004139,0997,1124
Social and Political Worlds,HIS 373,THE CITY IN U.S. HISTORY,3,3,SPW,Effective Writing,Fall 2012,Summer 2013,004172,1127,1134
Social and Political Worlds,HIS 373,THE CITY IN U.S. HISTORY,3,3,SPW,,Fall 2008,Summer 2012,004172,1087,1124
Social and Political Worlds,HIS 375,THE ENGLISH HERITAGE I,3,3,SPW,Critical Thinking,Fall 2012,,004140,1127,
Social and Political Worlds,HIS 375,THE ENGLISH HERITAGE I,3,3,SPW,,Summer 2010,Summer 2012,004140,1104,1124
Social and Political Worlds,HIS 376,MODERN BRITAIN,3,3,SPW,Effective Writing,Fall 2012,,004141,1127,
Social and Political Worlds,HIS 376,MODERN BRITAIN,3,3,SPW,,Fall 2010,Summer 2012,004141,1107,1124
Social and Political Worlds,HIS 378,THE ASIAN AMERICAN EXPERIENCE,3,3,SPWE,Critical Thinking,Fall 2012,,010380,1127,
Social and Political Worlds,HIS 378,THE ASIAN AMERICAN EXPERIENCE,3,3,SPWE,,Summer 2010,Summer 2012,010380,1104,1124
Social and Political Worlds,HIS 385,NAVAJO HISTORY,3,3,SPWE,,Summer 2010,Spring 2012,004196,1104,1121
Social and Political Worlds,HIS 394,COLD WAR U.S.,3,3,SPW,Effective Writing,Fall 2012,,004150,1127,
Social and Political Worlds,HIS 394,COLD WAR U.S.,3,3,SPW,,Fall 2008,Summer 2012,004150,1087,1124
Social and Political Worlds,HIS 394,RECENT AMERICA,3,3,SPW,,Fall 1999,Summer 2008,004150,0997,1084
Social and Political Worlds,HIS 396,CHICANA(O) HISTORY,3,3,SPWE,Effective Writing,Fall 2012,,004153,1127,
Social and Political Worlds,HIS 396,CHICANA/O HISTORY,3,3,SPWE,,Summer 2007,Summer 2012,004153,1074,1124
Social and Political Worlds,HIS 396,CHICANA/O HISTORY,3,3,SPW,,Fall 2005,Spring 2007,004153,1057,1071
Social and Political Worlds,HIS 396,CHICANO HISTORY,3,3,SPW,,Fall 2000,Summer 2005,004153,1007,1054
Social and Political Worlds,HIS 396H,CHICANA(O) HISTORY - HONORS,3,3,SPWE,Effective Writing,Fall 2012,,004154,1127,
Social and Political Worlds,HIS 396H,CHICANA/O HISTORY - HONORS,3,3,SPWE,,Summer 2007,Summer 2012,004154,1074,1124
Social and Political Worlds,HIS 396H,CHICANA/O HISTORY - HONORS,3,3,SPW,,Fall 2005,Spring 2007,004154,1057,1071
Social and Political Worlds,HIS 396H,CHICANO HISTORY-HONORS,3,3,SPW,,Spring 2003,Summer 2005,004154,1031,1054
Social and Political Worlds,HIS 397,SURVEY OFAMER ENVIRONMTL HIST,3,3,SPW,Effective Writing,Fall 2012,,004155,1127,
Social and Political Worlds,HIS 397,SURVEY OFAMER ENVIRONMTL HIST,3,3,SPW,,Fall 2005,Summer 2012,004155,1057,1124
Social and Political Worlds,HIS 397,SUR. AM. ENV. HIST.,3,3,SPW,,Fall 2002,Summer 2005,004155,1027,1054
Social and Political Worlds,HIS 397H,SURVEY AMER ENVIRN HIST-HONORS,3,3,SPW,,Fall 2005,,009377,1057,
Social and Political Worlds,HIS 397H,SUR. AM. ENV. HIST.-HONORS,3,3,SPW,,Fall 2003,Summer 2005,009377,1037,1054
Social and Political Worlds,HON 144,HONORS SEMINAR:  SPW,1,3,SPW,,Summer 2004,,004287,1044,
Social and Political Worlds,HON 144,HNRS FRST-YR SEMINAR,1,3,SPW,,Fall 2003,Spring 2004,004287,1037,1041
Social and Political Worlds,HON 199,SPECIAL TOPICS,1,3,SPW,,Fall 2008,,004296,1087,
Social and Political Worlds,HON 199,MODULAR LEARNING EXPERIENCE,1,3,SPW,,Fall 2004,Summer 2008,004296,1047,1084
Social and Political Worlds,HON 199,MODULAR LEARNING EXP,1,3,SPW,,Fall 2002,Summer 2004,004296,1027,1044
Social and Political Worlds,HON 199,LDRSHIP:THEORY & PR,1,3,SPW,,Fall 2001,Sumr 10 Wk 2002,004296,1017,1026
Social and Political Worlds,HON 244,HONORS SEMINAR: SPW,1,3,SPW,,Summer 2004,,004297,1044,
Social and Political Worlds,HON 244,GENDER AND ENVIRONMT,1,4,SPW,,Spring 2002,Sumr 10 Wk 2002,004297,1021,1026
Social and Political Worlds,HON 294,INDIVIDUAL & SOCIETY,3,3,SPW,Effective Writing,Fall 2012,,010657,1127,
Social and Political Worlds,HON 294,INDIVIDUAL & SOCIETY,3,3,SPW,,Fall 2011,Summer 2012,010657,1117,1124
Social and Political Worlds,HON 344,HONORS SEMINAR: SPW,1,3,SPW,,Summer 2004,,004310,1044,
Social and Political Worlds,HON 344,OPTIMAL LIVING,1,3,SPW,,Fall 2002,Fall 2002,004310,1027,1027
Social and Political Worlds,HON 394,ADVANCED HONORS SEMINAR (SPW),3,3,SPW,Critical Thinking,Fall 2012,,010661,1127,
Social and Political Worlds,HON 394,ADVANCED HONORS SEMINAR (SPW),3,3,SPW,,Fall 2011,Summer 2012,010661,1117,1124
Social and Political Worlds,HON 399,OPTIMAL LIVING,1,3,SPW,,Fall 2001,Fall 2001,004323,1017,1017
Social and Political Worlds,HON 450,HONORS SR SEMINAR,3,3,SPW,,Fall 2001,Fall 2002,004326,1017,1027
Social and Political Worlds,HUM 356,"HOLOCAUST: EXPERIENCE, MEANING",3,3,SPW,Critical Thinking,Fall 2014,,011470,1147,
Social and Political Worlds,HUM 375,WOMEN IN AMER ARTS & CULTURE,3,3,SPWE,Effective Writing,Fall 2012,,009571,1127,
Social and Political Worlds,HUM 375,WOMEN IN AMER ARTS & CULTURE,3,3,SPWE,,Winter 2006,Summer 2012,009571,1068,1124
Social and Political Worlds,HUM 375,WOMEN IN AMER ARTS & CULTURE,3,3,SPW,,Fall 2005,Fall 2006,009571,1057,1067
Social and Political Worlds,HUM 375H,WOMEN/ARTS & CULTURE - HONORS,3,3,SPWE,Effective Writing,Fall 2012,,010621,1127,
Social and Political Worlds,HUM 375H,WOMEN/ARTS & CULTURE - HONORS,3,3,SPWE,,Summer 2011,Summer 2012,010621,1114,1124
Social and Political Worlds,HUM 376,VISIONS OF UTOPIA,3,3,SPW,,Fall 2005,Winter 2009,004651,1057,1098
Social and Political Worlds,HUM 395,PUBLIC HUMANITIES,3,3,SPW,Critical Thinking,Fall 2012,,004639,1127,
Social and Political Worlds,HUM 395,PUBLIC HUMANITIES,3,3,SPW,,Fall 2005,Summer 2012,004639,1057,1124
Social and Political Worlds,HUM 395H,PUBLIC HUMANITIES - HONORS,3,3,SPW,Critical Thinking,Fall 2012,,004640,1127,
Social and Political Worlds,HUM 395H,PUBLIC HUMANITIES - HONORS,3,3,SPW,,Fall 2005,Summer 2012,004640,1057,1124
Social and Political Worlds,HUMA 377,UTOPIAS AND DYSTOPIAS,3,3,SPW,Critical Thinking,Fall 2014,,011040,1147,
Social and Political Worlds,HUMA 377,UTOPIAS AND DYSTOPIAS,3,3,SPW,Effective Writing,Fall 2014,,011040,1147,
Social and Political Worlds,JLS 200,MASS MEDIA AND SOCIETY,3,3,SPW,,Fall 2005,Spring 2010,004957,1057,1101
Social and Political Worlds,JLS 200H,MASS MEDIA AND SOCIETY,3,3,SPW,,Spring 2007,Spring 2010,010015,1071,1101
Social and Political Worlds,JUS 110,INTRO TO CRIMINAL JUSTICE,3,3,SPW,Critical Thinking,Fall 2013,,011149,1137,
Social and Political Worlds,JUS 120,INTRO TO CRIMINOLOGY,3,3,SPW,Critical Thinking,Fall 2013,,011150,1137,
Social and Political Worlds,JUS 215,DRUGS AND SOCIETY,3,3,SPW,Effective Writing,Fall 2014,,011539,1147,
Social and Political Worlds,MER 330,PSYCH/SOC ASPECTS OF DRESS,3,3,SPW,,Spring 2010,Spring 2011,005441,1101,1111
Social and Political Worlds,MS 102,BASIC LEADERSHIP,1,1,SPW,,Fall 2002,Summer 2009,005539,1027,1094
Social and Political Worlds,MS 102,BASIC LEADERSHIP,0,1,SPW,,Spring 2002,Sumr 10 Wk 2002,005539,1021,1026
Social and Political Worlds,MS 102,BASIC MILITARY SCIENCE II,0,1,SPW,,Spring 2000,Fall 2000,005539,1001,1007
Social and Political Worlds,MS 102,BASIC MILITRY SCI II,0,1,SPW,,Fall 1999,Fall 2001,005539,0997,1017
Social and Political Worlds,PHI 335,ETHICS AND DISABILITY,3,3,SPW,Critical Thinking,Fall 2014,,011588,1147,
Social and Political Worlds,PHI 357,POLITICAL PHILOSOPHY,3,3,SPW,Effective Writing,Fall 2012,,006506,1127,
Social and Political Worlds,PHI 357,POLITICAL PHILOSOPHY,3,3,SPW,,Fall 1999,Summer 2012,006506,0997,1124
Social and Political Worlds,PHI 357H,POLITICAL PHILOSOPHY - HONORS,3,3,SPW,Effective Writing,Fall 2012,,006507,1127,
Social and Political Worlds,PHI 357H,POLITICAL PHILOSOPHY - HONORS,3,3,SPW,,Spring 2003,Summer 2012,006507,1031,1124
Social and Political Worlds,PL 201,PLANNING & LAND-USE PRINCIPLES,3,3,SPW,,Fall 2005,Summer 2011,006750,1057,1114
Social and Political Worlds,PL 201,INTRO PLAN&LAND USE,3,3,SPW,,Fall 1999,Summer 2005,006750,0997,1054
Social and Political Worlds,PL 376,PLAN SUSTAINABLE TOURISM,3,3,SPW,,Fall 2004,Summer 2011,006769,1047,1114
Social and Political Worlds,PL 376,SUSTAINABLE TOURISM,3,3,SPW,,Fall 1999,Summer 2004,006769,0997,1044
Social and Political Worlds,PL 376H,PLAN SUSTNBLE TOURISM - HONORS,3,3,SPW,,Fall 2010,Summer 2011,010574,1107,1114
Social and Political Worlds,POS 110,AMERICAN POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006804,1127,
Social and Political Worlds,POS 110,AMERICAN POLITICS,3,3,SPW,,Fall 1999,Summer 2012,006804,0997,1124
Social and Political Worlds,POS 159,INTRO ENVIR INQUIRY,3,3,SPW,,Fall 2000,Sumr 10 Wk 2002,006806,1007,1026
Social and Political Worlds,POS 159,NATURE AND POLITICS,3,3,SPW,,Fall 1999,Spring 2007,006806,0997,1071
Social and Political Worlds,POS 201,INTRODUCTION TO POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006809,1127,
Social and Political Worlds,POS 201,INTRODUCTION TO POLITICS,3,3,SPW,,Fall 2005,Summer 2012,006809,1057,1124
Social and Political Worlds,POS 201,INTRO TO POLITICS,3,3,SPW,,Fall 1999,Summer 2005,006809,0997,1054
Social and Political Worlds,POS 224,PUBLIC ADMINISTRATION,3,3,SPW,Effective Writing,Fall 2012,,006812,1127,
Social and Political Worlds,POS 224,PUBLIC ADMIN,3,3,SPW,,Fall 2000,Summer 2005,006812,1007,1054
Social and Political Worlds,POS 224,PUBLIC ADMINISTRATION,3,3,SPW,,Fall 1999,Summer 2012,006812,0997,1124
Social and Political Worlds,POS 230,CURRENT ISSUES POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006813,1127,
Social and Political Worlds,POS 230,CURRENT ISSUES POLITICS,3,3,SPW,,Summer 2011,Summer 2012,006813,1114,1124
Social and Political Worlds,POS 230,CURRENT ISSUES POLITICS,1,3,SPW,,Fall 2005,Spring 2011,006813,1057,1111
Social and Political Worlds,POS 230,POLITICS OF HATE,1,3,SPW,,Summer II 2002,Summer II 2002,006813,1025,1025
Social and Political Worlds,POS 230,POL OF COLORADO PLAT,1,3,SPW,,Spring 2002,Sumr 10 Wk 2002,006813,1021,1026
Social and Political Worlds,POS 230,CURRENT ISSUES POL,1,3,SPW,,Fall 2001,Summer 2005,006813,1017,1054
Social and Political Worlds,POS 230H,CURRENT ISSUES POLITICS-HONORS,3,3,SPW,Critical Thinking,Fall 2012,,006814,1127,
Social and Political Worlds,POS 230H,CURRENT ISSUES POLITICS-HONORS,3,3,SPW,,Summer 2011,Summer 2012,006814,1114,1124
Social and Political Worlds,POS 230H,CURRENT ISSUES POLITICS-HONORS,1,3,SPW,,Fall 2005,Spring 2011,006814,1057,1111
Social and Political Worlds,POS 230H,CURRENT ISSUES POL-HON,1,3,SPW,,Spring 2002,Summer 2005,006814,1021,1054
Social and Political Worlds,POS 230H,DIGITAL DEMOCRACY,1,3,SPW,,Fall 2001,Fall 2001,006814,1017,1017
Social and Political Worlds,POS 241,STATE AND LOCAL POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006817,1127,
Social and Political Worlds,POS 241,STATE AND LOCAL POLITICS,3,3,SPW,,Fall 2005,Summer 2012,006817,1057,1124
Social and Political Worlds,POS 241,STATE&LOCAL POLITICS,3,3,SPW,,Fall 1999,Summer 2005,006817,0997,1054
Social and Political Worlds,POS 250,INTRO TO PUBLIC POLICY MAKING,3,3,SPW,Critical Thinking,Fall 2012,,006818,1127,
Social and Political Worlds,POS 250,INTRO TO PUBLIC POLICY MAKING,3,3,SPW,,Fall 2005,Summer 2012,006818,1057,1124
Social and Political Worlds,POS 250,INTRO PUBLIC POLICY,3,3,SPW,,Fall 1999,Summer 2005,006818,0997,1054
Social and Political Worlds,POS 254,POLITICAL IDEOLOGIES,3,3,SPW,Effective Writing,Fall 2012,,006819,1127,
Social and Political Worlds,POS 254,POLITICAL IDEOLOGIES,3,3,SPW,,Fall 1999,Summer 2012,006819,0997,1124
Social and Political Worlds,POS 344,ENVIRONMENTAL MOVEMENTS,3,3,SPW,Critical Thinking,Fall 2012,,006841,1127,
Social and Political Worlds,POS 344,ENVIRONMENTAL MOVEMENTS,3,3,SPW,,Fall 2005,Summer 2012,006841,1057,1124
Social and Political Worlds,POS 344,ENVIRONMEN MOVEMENTS,3,3,SPW,,Fall 1999,Summer 2005,006841,0997,1054
Social and Political Worlds,POS 359,ENVIRONMENTAL POLICY,3,3,SPW,Critical Thinking,Fall 2012,,006850,1127,
Social and Political Worlds,POS 359,ENVIRONMENTAL POLICY,3,3,SPW,,Fall 1999,Summer 2012,006850,0997,1124
Social and Political Worlds,POS 360,COMPARATIVE POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006851,1127,
Social and Political Worlds,POS 360,COMPARATIVE POLITICS,3,3,SPW,,Fall 1999,Summer 2012,006851,0997,1124
Social and Political Worlds,POS 361,POLITICS OF DEVELOPING NATIONS,3,3,SPWG,Critical Thinking,Fall 2012,,006852,1127,
Social and Political Worlds,POS 361,POLITICS OF DEVELOPING NATIONS,3,3,SPWG,,Fall 2005,Summer 2012,006852,1057,1124
Social and Political Worlds,POS 361,POLITICS OF DEVELOPING NATIONS,3,3,SPW,,Spring 2005,Summer 2005,006852,1051,1054
Social and Political Worlds,POS 361,POL OF DEV NATIONS,3,3,SPW,,Fall 1999,Winter 2004,006852,0997,1048
Social and Political Worlds,POS 361H,POLITICS OF DEV NATIONS - HNRS,3,3,SPWG,Critical Thinking,Fall 2012,,010767,1127,
Social and Political Worlds,POS 361H,POLITICS OF DEV NATIONS - HNRS,3,3,SPWG,,Spring 2012,Summer 2012,010767,1121,1124
Social and Political Worlds,POS 362,WESTERN EUROPEAN POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006854,1127,
Social and Political Worlds,POS 362,STUDIES IN WEST EURO POLIT,3,3,SPW,,Fall 2001,Sumr 10 Wk 2002,006854,1017,1026
Social and Political Worlds,POS 362,SPAIN'S POLITIC SYST,3,3,SPW,,Fall 2000,Fall 2000,006854,1007,1007
Social and Political Worlds,POS 362,WESTERN EUROPEAN POLITICS,3,3,SPW,,Spring 2000,Summer 2012,006854,1001,1124
Social and Political Worlds,POS 362,WEST EUROPEAN POL,3,3,SPW,,Fall 1999,Summer 2005,006854,0997,1054
Social and Political Worlds,POS 362H,WSTN EUROPEAN POLITICS-HONORS,3,3,SPW,Critical Thinking,Fall 2012,Summer 2014,009836,1127,1144
Social and Political Worlds,POS 362H,WSTN EUROPEAN POLITICS-HONORS,3,3,SPW,,Spring 2005,Summer 2012,009836,1051,1124
Social and Political Worlds,POS 364,RUSSIAN & CENTRAL EUROPEAN POL,3,3,SPW,Critical Thinking,Fall 2012,,006855,1127,
Social and Political Worlds,POS 364,RUSSIAN & CENTRAL EUROPEAN POL,3,3,SPW,,Fall 2005,Summer 2012,006855,1057,1124
Social and Political Worlds,POS 364,RUS & CENT EURO POL,3,3,SPW,,Fall 2000,Summer 2005,006855,1007,1054
Social and Political Worlds,POS 364H,CENTRAL EUR POLITICS - HONORS,3,3,SPW,Critical Thinking,Fall 2012,,010810,1127,
Social and Political Worlds,POS 364H,CENTRAL EUR POLITICS - HONORS,3,3,SPW,,Spring 2012,Summer 2012,010810,1121,1124
Social and Political Worlds,POS 376,STUDIES IN NORTH AMERICAN POL,3,3,SPW,,Fall 2005,Summer 2010,006860,1057,1104
Social and Political Worlds,POS 376,NORTH AMERICAN POL,3,3,SPW,,Fall 2000,Summer 2005,006860,1007,1054
Social and Political Worlds,POS 380,ADV INTERNATIONAL POLITICS,3,3,SPW,Critical Thinking,Fall 2012,,006861,1127,
Social and Political Worlds,POS 380,ADV INTERNATIONAL POLITICS,3,3,SPW,,Fall 2005,Summer 2012,006861,1057,1124
Social and Political Worlds,POS 380,ADVAN INTERNATL POL,3,3,SPW,,Fall 1999,Summer 2005,006861,0997,1054
Social and Political Worlds,PRM 301,RECREATION ECONOMICS,3,3,SPW,,Spring 2001,Spring 2003,006986,1011,1031
Social and Political Worlds,PRM 301,RECREATION ECONIMICS,3,3,SPW,,Spring 2000,Summer 2003,006986,1001,1034
Social and Political Worlds,PRM 376,REGNL GEOG TOURISM RECREATION,3,3,SPW,,Fall 2005,Spring 2009,009751,1057,1091
Social and Political Worlds,PRM 378,PLANNING SUSTAINABLE TOURISM,3,3,SPW,,Fall 2005,Spring 2009,009748,1057,1091
Social and Political Worlds,PSY 101,INTRODUCTION TO PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2012,,007190,1127,
Social and Political Worlds,PSY 101,INTRODUCTION TO PSYCHOLOGY,3,3,SPW,,Fall 2005,Summer 2012,007190,1057,1124
Social and Political Worlds,PSY 101,INTRO TO PSYCHOLOGY,3,3,SPW,,Fall 1999,Summer 2005,007190,0997,1054
Social and Political Worlds,PSY 101H,INTRO TO PSYCHOLOGY-HONORS,3,3,SPW,Critical Thinking,Fall 2012,,009950,1127,
Social and Political Worlds,PSY 101H,INTRO TO PSYCHOLOGY-HONORS,3,3,SPW,,Fall 2006,Summer 2012,009950,1067,1124
Social and Political Worlds,PSY 240,DEVELOPMENTAL PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2012,,007201,1127,
Social and Political Worlds,PSY 240,DEVELOPMENTAL PSYCHOLOGY,3,3,SPW,,Fall 2005,Summer 2012,007201,1057,1124
Social and Political Worlds,PSY 240,DEVELOPMENTAL PSYCH,3,3,SPW,,Fall 1999,Summer 2005,007201,0997,1054
Social and Political Worlds,PSY 240H,DEVELOPMENTAL PSYCH - HONORS,3,3,SPW,Critical Thinking,Fall 2012,,010580,1127,
Social and Political Worlds,PSY 240H,DEVELOPMENTAL PSYCH - HONORS,3,3,SPW,,Spring 2011,Summer 2012,010580,1111,1124
Social and Political Worlds,PSY 250,SOCIAL PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2012,,007202,1127,
Social and Political Worlds,PSY 250,SOCIAL PSYCHOLOGY,3,3,SPW,,Fall 1999,Summer 2012,007202,0997,1124
Social and Political Worlds,PSY 280,CROSS-CULTURAL PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2012,,010347,1127,
Social and Political Worlds,PSY 280,CROSS-CULTURAL PSYCHOLOGY,3,3,SPW,,Summer 2010,Summer 2012,010347,1104,1124
Social and Political Worlds,PSY 340,CHILD & ADOLESCENT DEVELOPMENT,3,3,SPW,,Fall 2005,Summer 2009,007217,1057,1094
Social and Political Worlds,PSY 340,CHILD&ADOLESCENT DEV,3,3,SPW,,Fall 2004,Summer 2005,007217,1047,1054
Social and Political Worlds,PSY 345,PSY/ADULT DEVELOPMENT,3,3,SPW,,Spring 2000,Sumr 10 Wk 2000,007219,1001,1006
Social and Political Worlds,PSY 345,PSY/ADULT DEVELOP,3,3,SPW,,Fall 1999,Spring 2002,007219,0997,1021
Social and Political Worlds,PSY 345W,PSY OF ADULT DVLPMT & AGING,3,3,SPW,,Fall 2005,Fall 2009,007220,1057,1097
Social and Political Worlds,PSY 345W,PSY/ADULT DEVELOP,3,3,SPW,,Fall 2001,Summer 2005,007220,1017,1054
Social and Political Worlds,PSY 360,COMMUNITY PSYCHOLOGY,3,3,SPW,,Fall 1999,Fall 2003,007228,0997,1037
Social and Political Worlds,PSY 375,SOCIAL PSY OF SELF & IDENTITY,3,3,SPW,,Fall 2005,Summer 2009,007231,1057,1094
Social and Political Worlds,PSY 375,SELF AND IDENTITY,3,3,SPW,,Fall 1999,Summer 2005,007231,0997,1054
Social and Political Worlds,PSYCH 101,INTRODUCTION TO PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2014,,011636,1147,
Social and Political Worlds,PSYCH 240,DEVELOPMENTAL PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2014,,011640,1147,
Social and Political Worlds,PSYCH 250,SOCIAL PSYCHOLOGY,3,3,SPW,Critical Thinking,Fall 2014,,011641,1147,
Social and Political Worlds,PSYY 132,CROSS-CULTURAL PSYCHOLOGY,3,3,SPW,,Summer 2012,,010918,1124,
Social and Political Worlds,REL 201,INDIGENOUS RELIGIONS,3,3,SPWG,Effective Writing,Fall 2013,,007442,1137,
Social and Political Worlds,REL 201,INTRO TO TRIBAL RELIGIONS,3,3,SPWG,Effective Writing,Fall 2012,Summer 2013,007442,1127,1134
Social and Political Worlds,REL 201,INTRO TO TRIBAL RELIGIONS,3,3,SPWG,,Fall 2005,Summer 2012,007442,1057,1124
Social and Political Worlds,REL 201,INTRO TO TRIBAL RELIGIONS,3,3,SPW,,Spring 2005,Summer 2005,007442,1051,1054
